Vehicle,Gender,Direction,Type,Queue,Waiting time [s],Gap,Vehicle type,Accepted
243,m,r,c,1,15.21,0.561000779,Car,False
243,m,r,c,1,15.21,1.154992729,MTW,False
243,m,r,c,1,15.21,4.153,Car,True
244,f,r,c,0,3.432,2.716996689,Car,False
244,f,r,c,0,3.432,12.249,Car,True
245,m,r,c,0,7.113,0.0,Artificial,False
245,m,r,c,0,7.113,19.674,Car,True
246,m,r,c,0,3.135,0.718999078,Car,False
246,m,r,c,0,3.135,8.395,Car,True
248,f,r,c,0,4.399,1.233004779,Car,False
248,f,r,c,0,4.399,1.917994022,Car,False
248,f,r,c,0,4.399,8.348,Car,True
249,m,r,c,0,4.493,1.999006217,Car,False
249,m,r,c,0,4.493,20.235,Car,True
250,m,r,c,0,2.013,0.0,Artificial,False
250,m,r,c,0,2.013,21.858,Car,True
252,m,r,c,0,6.318,2.685001289,Car,False
252,m,r,c,0,6.318,7.24,Car,True
253,f,r,c,0,4.041,0.0,Artificial,False
253,f,r,c,0,4.041,4.23,Car,True
254,m,r,c,0,1.482,0.0,Artificial,False
254,m,r,c,0,1.482,9.425,Car,True
255,m,r,c,0,7.66,1.828005334,Car,False
255,m,r,c,0,7.66,27.271,Car,True
256,m,r,c,0,0.92,0.0,Artificial,False
256,m,r,c,0,0.92,11.624,Car,True
257,m,r,c,0,1.778,0.0,Artificial,False
257,m,r,c,0,1.778,7.927,Car,True
258,m,r,c,2,22.464,0.721000676,Car,False
258,m,r,c,2,22.464,1.763005927,Car,False
258,m,r,c,2,22.464,4.59,Car,True
259,m,r,c,1,32.401,2.323996648,Van,False
259,m,r,c,1,32.401,1.90400295,MTW,False
259,m,r,c,1,32.401,1.419002563,Car,False
259,m,r,c,1,32.401,1.263994351,Car,False
259,m,r,c,1,32.401,13.56,Car,True
260,f,r,c,0,32.245,6.708000228,Car,False
260,f,r,c,0,32.245,1.044995338,Car,False
260,f,r,c,0,32.245,5.366999656,Car,False
260,f,r,c,0,32.245,1.484997739,Van,False
260,f,r,c,0,32.245,1.856004819,Car,False
260,f,r,c,0,32.245,2.761994675,Car,False
260,f,r,c,0,32.245,1.357003301,Car,False
260,f,r,c,0,32.245,1.434995234,Car,False
260,f,r,c,0,32.245,1.669001207,Car,False
260,f,r,c,0,32.245,8.287,Car,True
261,m,r,c,0,17.035,3.543998842,Car,False
261,m,r,c,0,17.035,5.538000539,Car,False
261,m,r,c,0,17.035,7.581994683,Car,False
261,m,r,c,0,17.035,16.102,Car,True
262,m,r,c,0,1.17,0.0,Artificial,False
262,m,r,c,0,1.17,15.151,Car,True
263,m,r,c,0,2.527,0.0,Artificial,False
263,m,r,c,0,2.527,9.971,Car,True
264,m,r,c,0,1.716,0.0,Artificial,False
264,m,r,c,0,1.716,11.282,Car,True
265,m,r,c,0,1.389,0.0,Artificial,False
265,m,r,c,0,1.389,6.821,Car,True
266,m,r,c,0,3.292,0.0,Artificial,False
266,m,r,c,0,3.292,21.141,Car,True
267,m,r,c,0,5.257,0.0,Artificial,False
267,m,r,c,0,5.257,16.414,Car,True
268,f,r,c,0,13.9,1.31100677,Car,False
268,f,r,c,0,13.9,2.401998639,Car,False
268,f,r,c,0,13.9,1.325993612,Car,False
268,f,r,c,0,13.9,5.603,Car,True
